# ID    X       Y       F814    F606-F814 dx     dy
395	0625.5	3906.0	21.52	1.408	-0.19	-0.42
396	0626.8	3359.0	29.16	0.866	0.28	-0.27
397	0627.1	3625.0	15.05	0.683	-0.45	0.74
398	0627.2	2565.0	22.14	1.517	0.25	0.35
399	0627.4	1326.0	21.73	1.444	-0.37	0.02
400	0629.4	2884.0	21.51	1.364	0.31	-0.41
401	0630.9	2361.0	20.28	1.253	0.13	0.14
402	0631.0	2615.0	20.18	1.236	0.04	0.18
403	0631.1	2994.0	17.98	0.817	0.03	0.10
404	0633.5	3432.0	23.51	2.089	0.42	-0.14
405	0634.3	2572.0	19.79	1.181	0.02	0.00
406	0635.7	1857.0	18.00	0.837	0.25	-0.05
407	0640.0	3845.0	21.39	1.398	-0.04	-0.22
408	0641.0	1885.0	20.77	1.300	-0.02	-0.05
409	0641.5	2741.0	21.28	1.364	0.23	-0.21
410	0642.6	1195.0	19.34	1.110	0.37	0.25
411	0643.1	3453.0	27.52	1.061	-0.01	1.17
412	0643.8	2999.0	20.00	1.215	0.20	-0.02
413	0645.8	1576.0	18.55	0.947	0.07	-0.03
414	0647.1	3289.0	20.14	1.230	-0.09	-0.10
415	0648.8	2178.0	22.72	1.673	0.22	0.03
416	0649.3	3793.0	20.49	1.285	-0.26	-0.24
417	0651.3	2240.0	21.15	1.343	0.01	0.22
418	0651.9	3806.0	20.31	1.258	0.13	-0.50
419	0652.1	2994.0	21.61	1.427	-0.02	-0.17
420	0655.3	3436.0	23.00	1.905	-0.15	-0.01
421	0656.6	3632.0	17.01	0.700	0.01	-0.29
422	0657.9	3862.0	26.59	1.264	-0.06	-0.57
423	0658.7	3842.0	19.20	1.079	0.19	0.01
424	0660.7	1451.0	16.99	0.693	0.34	0.00
425	0661.8	3097.0	22.24	1.522	0.18	0.09
426	0662.0	3355.0	18.93	1.028	-0.05	0.19
427	0665.3	2503.0	21.28	1.361	0.32	-0.03
428	0666.0	2633.0	17.46	0.744	-0.04	-0.03
429	0666.2	3440.0	24.89	0.823	-0.07	0.03
430	0667.1	2517.0	21.88	1.480	-0.12	-0.25
431	0667.9	3409.0	22.80	1.721	0.06	-0.31
432	0669.3	3195.0	23.48	2.039	-0.02	0.10
433	0669.4	3586.0	28.51	4.880	0.56	-0.37
434	0670.8	3071.0	22.89	1.733	0.17	0.04
435	0671.7	2733.0	17.43	0.742	0.13	-0.07
436	0673.4	2466.0	25.23	3.681	-0.36	-0.02
437	0673.4	3302.0	21.30	1.378	-0.12	0.13
438	0673.6	1962.0	19.81	1.173	0.35	-0.12
439	0675.8	3824.0	20.61	1.297	0.16	-0.04
440	0676.4	3246.0	19.04	1.042	-0.29	-0.21
441	0677.4	2951.0	17.70	0.789	-0.06	0.11
442	0678.7	3439.0	26.36	1.037	0.45	0.14
443	0681.3	1637.0	21.19	1.366	-0.31	0.02
444	0681.7	3006.0	27.53	1.212	-0.54	-0.71
445	0685.1	2651.0	20.94	1.323	-0.08	0.19
446	0685.8	3597.0	21.17	1.366	0.16	0.23
447	0687.6	2637.0	17.03	0.700	-0.05	-0.24
448	0689.3	3395.0	17.17	0.720	-0.04	-0.12
449	0689.7	3922.0	17.09	0.720	0.15	-0.08
450	0690.3	1799.0	20.75	1.310	0.08	0.22
451	0690.9	2710.0	22.03	1.484	0.14	-0.42
452	0693.2	3132.0	14.92	0.711	-0.02	-0.08
453	0693.2	3280.0	26.60	0.857	0.70	-0.29
454	0697.8	1715.0	18.59	0.942	0.22	0.01
455	0699.5	2519.0	19.70	1.167	0.25	-0.15
456	0699.5	3680.0	23.62	2.124	0.31	0.18
457	0700.1	2734.0	20.77	1.308	-0.09	-0.02
458	0700.6	2927.0	19.97	1.208	0.23	-0.21
459	0701.6	1255.0	18.12	0.861	-0.19	0.30
460	0702.5	2822.0	20.65	1.276	-0.06	0.19
461	0704.3	3627.0	20.20	1.333	-0.09	0.01
462	0705.4	2639.0	20.65	1.291	-0.30	0.05
463	0705.8	1614.0	19.68	1.160	0.16	-0.21
464	0708.0	1820.0	19.27	1.085	0.01	-0.14
465	0708.6	2153.0	20.82	1.298	0.39	0.01
466	0710.4	2476.0	27.14	1.406	-0.57	-0.38
467	0712.6	2117.0	21.76	1.431	0.11	0.10
468	0713.5	2222.0	20.95	1.327	0.36	-0.26
469	0715.6	3293.0	19.82	1.194	0.33	-0.19
470	0715.8	1631.0	25.60	0.153	0.21	-0.33
471	0715.8	1878.0	21.36	1.380	0.15	0.40
472	0717.2	1734.0	20.68	1.290	-0.22	-0.04
473	0717.8	3109.0	19.58	1.146	0.19	-0.18
474	0723.2	3725.0	17.37	0.759	0.04	0.20
475	0724.0	1448.0	19.82	1.186	-0.03	0.45
476	0729.0	1778.0	18.74	0.980	0.03	-0.28
477	0729.1	2830.0	15.61	0.624	-0.08	-0.39
478	0730.5	3273.0	17.98	0.832	-0.02	0.22
